"Education","Marital_Status","Income","Recency","NumWebVisitsMonth","Total_Spending","Age","Children","TotalNumPurchases","TotalAcceptedCmp"
-0.410238037595718,-1.35275277787107,0.287623583234913,0.309048485283404,0.692144492264752,1.67574037691249,1.01768458519037,-1.26516726614944,1.31793298168024,0.618931033871954
-0.410238037595718,-1.35275277787107,-0.259998331279971,-0.382143265038962,-0.133047213415903,-0.962055596006847,1.27414806977477,1.40292186819436,-1.15732889088319,-0.502151593518755
-0.410238037595718,0.738898576148065,0.913298104015655,-0.796858315232381,-0.54564306625623,0.280528796267733,0.333781959631963,-1.26516726614944,0.796825219035305,-0.502151593518755
-0.410238037595718,0.738898576148065,-1.17462072165764,-0.796858315232381,0.279548639424425,-0.918921825380493,-1.29048677606924,0.0688773010224622,-0.896775009560726,-0.502151593518755
1.12502566920317,0.738898576148065,0.294820581433133,1.55319363586366,-0.133047213415903,-0.306754080721855,-1.03402329148484,0.0688773010224622,0.536271337712839,-0.502151593518755
1.12502566920317,0.738898576148065,0.490764661410478,-1.14245419039356,0.279548639424425,0.180989325591531,0.162806303242362,0.0688773010224622,0.927102159696538,-0.502151593518755
-0.410238037595718,-1.35275277787107,0.171403670395269,-0.520381615103435,0.279548639424425,-0.0280435628284914,-0.179145009536839,0.0688773010224622,0.796825219035305,-0.502151593518755
1.12502566920317,0.738898576148065,-0.858509987893237,-0.589500790135672,1.10474034510508,-0.726478848739837,-1.37597460426404,0.0688773010224622,-0.636221128238259,-0.502151593518755
1.12502566920317,0.738898576148065,-1.00258924859696,-1.03877542784521,1.51733619794541,-0.93053476362605,-0.435608494121241,0.0688773010224622,-1.15732889088319,0.618931033871954
1.12502566920317,0.738898576148065,-2.14960503240747,0.654644360444587,6.05589057918901,-0.92555779009224,1.61609938255397,1.40292186819436,-1.67843665352812,0.618931033871954
-1.94550174439461,0.738898576148065,-2.06361251200035,0.343608072799522,1.10474034510508,-0.905649895956999,-0.606584150510841,-1.26516726614944,-1.15732889088319,-0.502151593518755
-0.410238037595718,-1.35275277787107,0.514909429559346,1.13847858567024,-1.37083477193688,0.821359920275093,0.846708928800765,-1.26516726614944,0.145440515729139,-0.502151593518755
1.12502566920317,-1.35275277787107,0.34408519490611,0.136250547702812,0.279548639424425,-0.492561092650764,1.44512372616437,1.40292186819436,0.0151635750679063,-0.502151593518755
-0.410238037595718,0.738898576148065,-1.60750855521896,-0.382143265038962,1.10474034510508,-0.93053476362605,-1.54695026065365,-1.26516726614944,-1.28760583154442,-0.502151593518755
1.12502566920317,-1.35275277787107,1.43273564494138,-0.900537077780736,-0.958238919096558,1.17472504117561,1.95805069533317,-1.26516726614944,1.44820992234147,2.86109628865337
-0.410238037595718,0.738898576148065,-0.468664846781912,0.0671313726705757,1.10474034510508,-0.847585204729215,-0.948535463290043,1.40292186819436,-0.766498068899492,-0.502151593518755
-0.410238037595718,0.738898576148065,-0.658572734722041,-1.00421584032909,0.692144492264752,-0.480948154405207,1.95805069533317,-1.26516726614944,-0.24539030625456,-0.502151593518755
1.12502566920317,0.738898576148065,1.16319645435643,1.44951487331531,-0.133047213415903,1.94947392127204,1.70158721074877,0.0688773010224622,1.44820992234147,0.618931033871954
-1.94550174439461,-1.35275277787107,-0.841887243667671,1.27671693573472,0.279548639424425,-0.786202531145558,-1.37597460426404,0.0688773010224622,-0.896775009560726,-0.502151593518755
-0.410238037595718,0.738898576148065,-0.692003952158934,-0.278464502490607,1.10474034510508,-0.482607145583144,-1.11951111967964,-1.26516726614944,-0.375667246915793,-0.502151593518755
-0.410238037595718,0.738898576148065,-2.29823465326232,-0.243904914974489,-1.78343062477721,1.86320638001933,-0.863047635095243,0.0688773010224622,3.66291791358243,-0.502151593518755
1.12502566920317,0.738898576148065,0.309400306815334,0.481846422863995,1.10474034510508,0.605691067143323,1.70158721074877,0.0688773010224622,0.275717456390373,0.618931033871954
1.12502566920317,0.738898576148065,0.621285706153682,-1.69540759065146,-0.54564306625623,-0.104357157013579,1.27414806977477,0.0688773010224622,0.666548278374072,-0.502151593518755
-0.410238037595718,0.738898576148065,-0.522572684898902,0.689203947960705,1.10474034510508,-0.270256274807248,1.53061155435917,0.0688773010224622,0.666548278374072,-0.502151593518755
-0.410238037595718,-1.35275277787107,-1.54872533122576,1.38039569828307,0.692144492264752,-0.882424019465886,-0.00816935314723862,-1.26516726614944,-0.896775009560726,-0.502151593518755
-0.410238037595718,0.738898576148065,0.0657238774975353,-1.55716924058698,0.692144492264752,-0.580487625081408,-0.606584150510841,1.40292186819436,-0.115113365593327,-0.502151593518755
-0.410238037595718,0.738898576148065,-0.630713386857963,-0.796858315232381,-0.958238919096558,-0.789520513501431,-1.71792591704325,0.0688773010224622,-0.766498068899492,-0.502151593518755
1.12502566920317,0.738898576148065,1.51714946896954,1.6223128108959,-1.37083477193688,1.766984891699,0.333781959631963,-1.26516726614944,1.44820992234147,0.618931033871954
1.12502566920317,-1.35275277787107,-1.90207472663514,-0.520381615103435,-0.133047213415903,-0.957078622473037,-1.71792591704325,-1.26516726614944,-0.896775009560726,-0.502151593518755
1.12502566920317,0.738898576148065,-0.61864100278353,0.239929310251167,-0.958238919096558,-0.479289163227271,0.504757616021564,-1.26516726614944,-0.505944187577026,-0.502151593518755
-0.410238037595718,0.738898576148065,-0.52911963164696,-0.62406037765179,-0.133047213415903,-0.807769416458735,-0.093657181342039,0.0688773010224622,-0.766498068899492,0.618931033871954
1.12502566920317,-1.35275277787107,-0.247647353726897,-1.41893089052251,0.279548639424425,-0.505833022074258,1.44512372616437,1.40292186819436,0.275717456390373,0.618931033871954
1.12502566920317,0.738898576148065,0.776044383538632,-1.55716924058698,0.692144492264752,0.977305091001142,1.95805069533317,-1.26516726614944,0.405994397051606,-0.502151593518755
1.12502566920317,-1.35275277787107,-0.118612140869778,0.205369722735049,0.692144492264752,-0.899013931245253,1.53061155435917,1.40292186819436,-1.15732889088319,-0.502151593518755
1.12502566920317,0.738898576148065,0.715496734180704,-0.41670285255508,-1.37083477193688,0.507810587645059,-0.093657181342039,0.0688773010224622,1.70876380366394,-0.502151593518755
-1.94550174439461,0.738898576148065,-1.31057433923434,0.931121060573533,0.692144492264752,-0.872470072398266,-0.606584150510841,0.0688773010224622,-0.766498068899492,-0.502151593518755
